episode,total_reward
646,-25.64143485708021
647,-33.83898472548597
648,-30.54785173614892
649,-26.94653533059815
650,-24.04930591002838
651,-23.213802342979882
652,-22.211016036416957
653,-23.178525297832444
654,-18.459398456730796
655,-32.11430019980161
656,-29.085191210679117
657,-31.21600850075388
658,-22.676452179175197
659,-23.877412708863467
660,-28.73024260636962
661,-28.959702560071996
662,-42.86888678416052
663,-20.600483953998058
664,-27.78722931857043
665,-26.630263073792506
666,-26.854867944538988
667,-23.67658732880715
668,-17.264536898472215
669,-25.3931764496363
670,-27.45965180577695
671,-16.162553302250664
672,-15.555945917853295
673,-19.193711573029578
674,-17.880039992211035
675,-18.354341853531622
676,-19.788582918752915
677,-24.061962114091124
678,-27.66469737048335
679,-22.6625246732201
680,-25.352671299924417
681,-24.90163744899423
682,-24.295436321465687
683,-22.22984047321854
684,-26.899534653953104
685,-18.34851845939778
686,-24.0043180226562
687,-21.656966747425344
688,-27.994286839352444
689,-16.731097425484972
690,-21.992283285834247
691,-24.93502622392392
692,-21.29578561877232
693,-17.10911994682258
694,-20.496451526132354
695,-19.99572962481776
696,-26.062554639039703
697,-21.504567144308425
698,-20.74387712487948
699,-30.30868159003598
700,-21.595094472194543
701,-22.535745274946223
702,-17.550020807403552
703,-21.238133960110993
704,-21.650944903492523
705,-31.380174333192357
706,-18.625317728598432
707,-16.903950158811448
708,-26.877523119785323
709,-26.30927112732887
710,-32.50281203388744
711,-27.12178781131795
712,-19.27249268197923
713,-22.755813460079338
714,-25.939415947754142
715,-15.452584783434148
716,-23.11743437012803
717,-21.866313096581578
718,-26.357253096106813
719,-35.82223188611601
720,-27.291941745025703
721,-20.17321034682921
722,-29.167766069205143
723,-18.855517094629217
724,-21.35476018124205
725,-18.494801864047957
726,-22.909076204983485
727,-18.337958748497368
728,-21.39279209113251
729,-23.247900300669397
730,-30.485359208868612
731,-46.768507555755676
732,-17.7689704675241
733,-28.355225733592977
734,-31.22134360650869
735,-22.982664210319975
736,-32.87242379032717
737,-29.32257550091177
738,-29.72066799215804
739,-19.018222499827303
740,-27.14272908452433
741,-21.862179591961144
742,-17.79513587252861
743,-20.359910530245628
744,-23.135044754326707
745,-20.408924755036573
746,-27.3126179666426
747,-31.292328894620397
748,-40.3368283733238
749,-29.91188362234065
750,-24.300012851813268
751,-19.63752097213286
752,-24.5918504450566
753,-25.430892634567073
754,-18.01249968856446
755,-23.51440146830976
756,-18.953515182681752
757,-17.04190783165928
758,-18.1113199799884
759,-16.469123680439104
760,-28.43557912470803
761,-28.854098125547438
762,-23.969063021167443
763,-28.95952282412026
764,-25.897176677282037
765,-16.718005662158895
766,-24.98618057626885
767,-27.731808472866668
768,-16.6990984200645
769,-22.233259003562495
770,-21.958095655413114
771,-17.749149020892688
772,-22.215898114466032
773,-18.512556646964466
774,-22.728877813765205
775,-22.299103476942655
776,-20.852590354159346
777,-24.3023064771398
778,-23.749129182513094
779,-18.303164066979697
780,-23.76951456477411
781,-20.53462472624806
782,-18.223560063092222
783,-18.724032431569768
784,-24.01721425972275
785,-24.861070913283932
786,-18.285797206055932
787,-24.453231166912367
788,-18.460753049924747
789,-20.20464394801425
790,-17.32370413384799
791,-17.059431518553026
792,-16.493473724538422
793,-21.23571464507104
794,-23.842590876373194
795,-19.898765953556726
796,-17.321006624328696
797,-16.224344413665246
798,-22.108484038247568
799,-22.987109842268502
800,-24.438051375858556
801,-22.68565844003259
802,-19.601213231928448
803,-16.24035388299511
804,-21.86177418427937
805,-21.172005885668536
806,-24.81234619068506
807,-26.07650434542345
808,-23.328312186760424
809,-20.542623434467615
810,-20.845296731953624
811,-18.679148877125883
812,-22.44162225126338
813,-27.286133205792083
814,-21.18871597331453
815,-17.96592903769089
816,-23.660463216146148
817,-17.051609697586777
818,-25.885764505708426
819,-25.684364178008305
820,-22.371599469386574
821,-16.882356261604976
822,-27.04602208754647
823,-26.315871548779654
824,-22.901374661765615
825,-17.86633538380878
826,-24.76641507310506
827,-21.317914748285425
828,-23.72367506120664
829,-25.91547285846827
830,-19.600094875235392
831,-32.18074233799158
832,-20.971712457975464
833,-25.672048499134135
834,-21.251259791071085
835,-29.079801616747773
836,-24.806889588762203
837,-19.574467865139106
838,-17.662431252802612
839,-22.61898729851368
840,-23.181432490609218
841,-21.61902415248366
842,-27.82880419021733
843,-31.25699574713662
